,carname,price,milage,hubraum,transmission,num_seats,num_doors,emission_class,car_type,num_owners,age,power_ps,power_kw,Schaden,Model,amg,mc_laren,blk_series,blue_eff,g_pow,brabus,avantgarde,elegance,tag_63,tag_65,tag_55,tüv,E10,biodiesel,pflanzenöl,electric,fueltype
105,Mercedes-Benz C 220 C 220 CDI T CLASSIC,1700.0,566000.0,2148.0,Schaltgetriebe,5,4/5,Euro4,kombi,na,12.583333333333334,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
106,Mercedes-Benz Mercedes E220 CDI,2000.0,293000.0,2506.206500956023,Automatik,na,na,na,kombi,na,15.916666666666666,150.0,110.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
107,Mercedes-Benz Mercedes Benz C200 T ELEGANCE Tempomat AHK,1999.0,185000.0,2386.2583961617547,Automatik,na,na,na,kombi,na,19.333333333333332,136.0,100.0,na,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
108,Mercedes-Benz Mercedes-Benz A-Klasse A180 CDI,1100.0,296000.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,15.083333333333334,110.0,81.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
109,Mercedes-Benz Mercedes-Benz B 200 cdi !!! auto hat oh...,1599.0,214800.0,1722.2545454545455,Schaltgetriebe,na,na,na,kleinwagen,na,13.25,140.0,103.0,na,B-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
110,Mercedes-Benz Mercedes A-Klasse 140 Langversion,1410.0,174000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,17.5,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
111,Mercedes-Benz A 140 Avantgarde,1450.0,107385.0,1397.0,Schaltgetriebe,5,4/5,Euro4,limousine,na,17.416666666666668,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
112,Mercedes-Benz Mercedes Benz C Klasse Coupé,1250.0,204000.0,2386.2583961617547,Automatik,na,na,na,sport,na,18.583333333333332,129.0,95.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
113,Mercedes-Benz A180 Cdi ELEGANCE 12.2007 Tüv:04.2021,1999.0,210000.0,1662.0386329866271,Schaltgetriebe,na,na,na,limousine,na,12.0,109.0,80.0,na,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Diesel
114,Mercedes-Benz Mercedes-Benz C200 Kompressor T-Modell Ava...,1499.0,224400.0,2386.2583961617547,Automatik,na,na,na,kombi,na,16.583333333333332,163.0,120.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
115,Mercedes-Benz Mercedes a Klasse 180 cdi,1750.0,364000.0,1662.0386329866271,-1,na,na,na,kleinwagen,na,14.083333333333334,101.0,74.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
116,Mercedes-Benz M -KLasse ML 400 CDI 7 Sitz,1900.0,275000.0,3996.0,Automatik,7,4/5,na,suv,na,15.916666666666666,250.0,184.0,na,M-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
117,"Mercedes-Benz Mercedes CLK230 Avantgarde GSD, LPG v. Pri...",1100.0,154000.0,2927.7894736842104,Automatik,na,na,na,sport,na,19.75,193.0,142.0,na,CLK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Autogas
118,"Mercedes-Benz Mercedes CLK230 Avantgarde GSD, LPG v. Pri...",1100.0,154000.0,2927.7894736842104,Automatik,na,na,na,sport,na,19.75,193.0,142.0,na,CLK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Autogas
119,Mercedes-Benz Mercedes A170,1800.0,240000.0,1662.0386329866271,Schaltgetriebe,na,na,na,limousine,na,15.083333333333334,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
120,Mercedes-Benz Mercedes a140 automatik,1550.0,153000.0,3312.844155844156,Automatik,na,na,na,andere,na,19.0,276.94528301886794,203.68490566037735,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
121,Mercedes-Benz Mercedes Benz Vaneo 1.7 CDI,1400.0,201457.0,1432.1846153846154,-1,na,na,na,andere,na,16.75,91.0,67.0,na,Vaneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
122,Mercedes-Benz Verkaufe Mercedes C220,1350.0,340000.0,2386.2583961617547,Automatik,na,na,na,kombi,na,16.083333333333332,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
123,Mercedes-Benz Mercedes C-Klasse; sehr gepflegt,1350.0,360000.0,2386.2583961617547,Automatik,na,na,na,kombi,na,16.0,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
124,Mercedes-Benz Anfänger Auto Mercedes A 140 TÜV 10/21,1250.0,200100.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,18.166666666666668,101.0,74.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
125,Mercedes-Benz C320 Avantgarde,1950.0,244000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,19.916666666666668,220.0,162.0,na,C-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
126,Mercedes-Benz A -Klasse A 180 CDI*KLIMAANLAGE*,1999.0,212908.0,1991.0,Schaltgetriebe,5,4/5,Euro4,kleinwagen,1,14.0,109.0,80.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
127,Mercedes-Benz 220 Diesel Euro 3,1999.0,250064.0,2000.0,Schaltgetriebe,5,4/5,Euro3,limousine,3,17.75,116.0,85.0,repaired,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
128,Mercedes-Benz Mercedes Benz E280 T CDI Avantgarde 7G Tronic,1999.0,464000.0,2506.206500956023,Automatik,na,na,na,kombi,na,14.25,250.86870229007633,184.57506361323155,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
129,"Mercedes-Benz Mercedes Benz C 240 Elegance V6, für Bastler",1300.0,190000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,17.5,170.0,125.0,na,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
130,Mercedes-Benz Mercedes e240,1500.0,220000.0,2506.206500956023,Automatik,na,na,na,limousine,na,21.083333333333332,170.0,125.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
131,Mercedes-Benz C 220 CDI Classic ***TÜV neu***,2000.0,391500.0,2148.0,Schaltgetriebe,5,4/5,Euro3,limousine,3,16.666666666666668,143.0,105.0,without,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
132,"Mercedes-Benz Mercedes A-Klasse 1,6",1300.0,130000.0,1662.0386329866271,Schaltgetriebe,na,na,na,limousine,na,16.25,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
133,"Mercedes-Benz Mercedes Benz E Klasse 2,0 mit TÜV und Aut...",1599.0,321523.0,2506.206500956023,Automatik,na,na,na,limousine,na,19.0,143.0,105.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
134,Mercedes-Benz C -Klasse T-Modell C 270 T CDI Automatik Xenon,1999.0,272000.0,2685.0,Automatik,5,4/5,Euro4,kombi,3,17.166666666666668,170.0,125.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
135,Mercedes-Benz A 160 Elegance,1750.0,167700.0,1598.0,Schaltgetriebe,5,4/5,Euro3,limousine,2,18.5,102.0,75.0,without,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
136,Mercedes-Benz Mercedes clk 2.3,1950.0,183518.0,2927.7894736842104,Automatik,na,na,na,sport,na,20.666666666666668,193.0,142.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
137,Mercedes-Benz B -Klasse B 180 CDI,1980.0,151280.0,1991.0,Schaltgetriebe,5,4/5,Euro4,limousine,na,13.333333333333334,109.0,80.0,without,B-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
138,Mercedes-Benz B -Klasse B 180 CDI,1980.0,151280.0,1991.0,Schaltgetriebe,5,4/5,Euro4,limousine,na,13.333333333333334,109.0,80.0,without,B-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
139,Mercedes-Benz A 160,1400.0,162034.0,1598.0,Automatik,5,4/5,Euro2,limousine,na,21.166666666666668,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
140,Mercedes-Benz Mercedes-Benz A150,1195.0,223542.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,14.583333333333334,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
141,"Mercedes-Benz Mercedes Benz A150 W169, angemeldet",1999.0,160000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,15.166666666666666,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
142,Mercedes-Benz Mercedes Benz - c kalss 220,1500.0,241000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,14.083333333333334,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
143,Mercedes-Benz Mercedes benz clk 240,1999.0,370000.0,2927.7894736842104,Schaltgetriebe,na,na,na,sport,na,16.0,170.0,125.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
144,Mercedes-Benz E 200 T Kompressor Automatik Classic,1995.0,244000.0,1796.0,Automatik,5,4/5,Euro4,kombi,na,15.75,163.0,120.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
145,Mercedes-Benz A 170 Autotronic Elegance (Bastler),1500.0,172000.0,1699.0,Automatik,5,2/3,Euro4,limousine,4,14.666666666666666,116.0,85.0,without,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
146,"Mercedes-Benz A140 , TÜV bis 10/2022 96.000km",1800.0,96000.0,1397.0,Halbautomatik,5,4/5,Euro3,limousine,2,18.583333333333332,82.0,60.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
147,Mercedes-Benz Clk230 kompresso,1400.0,214741.0,2927.7894736842104,Automatik,na,na,na,sport,na,17.666666666666668,194.0,143.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
148,Mercedes-Benz Mercedes A-Klassse *A 160 CDI*TÜV 01.22,1530.0,243000.0,3312.844155844156,Schaltgetriebe,na,na,na,kleinwagen,na,14.916666666666666,82.0,60.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
149,Mercedes-Benz E 270 E 270 CDI T CLASSIC,1550.0,310000.0,2685.0,Automatik,5,4/5,Euro3,kombi,3,16.416666666666668,177.0,130.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
150,Mercedes-Benz Mercedes Benz W220 S320 S Klasse,1400.0,396000.0,3844.728501228501,Automatik,na,na,na,limousine,na,20.0,224.0,165.0,na,S-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
151,Mercedes-Benz Verkaufen Mercedes C-Klasse 2 l CDI,1250.0,200000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,15.083333333333334,122.0,90.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
152,Mercedes-Benz Mercedes clk 320 (AUTO MUSS HEUTE WEG!!),1000.0,300000.0,2927.7894736842104,Automatik,na,na,na,andere,na,20.0,198.96330275229357,146.3119266055046,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
153,Mercedes-Benz Mercedes C180,1500.0,176000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,18.75,131.0,96.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
154,Mercedes-Benz Mercedes A 170 Lang,1750.0,189517.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,14.916666666666666,110.0,81.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
155,Mercedes-Benz Mercedes Clk 200 Kompressor Automatik,1999.0,166200.0,2927.7894736842104,Automatik,na,na,na,sport,na,18.75,163.0,120.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
156,Mercedes-Benz Mercedes a140,1400.0,140000.0,3312.844155844156,Schaltgetriebe,na,na,na,kleinwagen,na,19.75,276.94528301886794,203.68490566037735,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
157,Mercedes-Benz A -Klasse A 160 Automatik,1950.0,151000.0,1595.0,Automatik,5,4/5,Euro4,limousine,na,17.416666666666668,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
158,Mercedes-Benz A -Klasse A 160 Automatik,1950.0,151000.0,1595.0,Automatik,5,4/5,Euro4,limousine,na,17.416666666666668,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
159,Mercedes-Benz Mercedes A140 -1.Hand- TÜV NEU,1290.0,158300.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,20.416666666666668,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
160,Mercedes-Benz Mercedes E200K W210,1300.0,182000.0,2506.206500956023,Schaltgetriebe,na,na,na,limousine,na,18.0,163.0,120.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
161,Mercedes-Benz Mercedes Benz C180 TIPTOP Apple CarPlay Te...,2000.0,190000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,17.166666666666668,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
162,Mercedes-Benz Mercedes Benz veano 1.9 Benzin voll fahrbe...,1499.0,290000.0,3312.844155844156,Automatik,na,na,na,andere,na,15.0,276.94528301886794,203.68490566037735,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
163,Mercedes-Benz Mercedes C180 T S202,1500.0,192000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,18.916666666666668,129.0,95.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
164,Mercedes-Benz Mercedes Benz 200 C Combi Tausch gegen Qua...,2000.0,242000.0,2386.2583961617547,Automatik,na,na,na,kombi,na,16.75,163.0,120.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
165,"Mercedes-Benz C -Klasse C 180 T Kompressor, Tüv 01/2022",1599.0,303000.0,1796.0,Automatik,5,4/5,Euro4,kombi,na,15.75,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Benzin
166,"Mercedes-Benz C -Klasse Lim. C 200 Kompressor,D 4, Tüv 06/2021",1799.0,162000.0,1998.0,Schaltgetriebe,5,4/5,Euro3,limousine,na,19.416666666666668,163.0,120.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Benzin
167,"Mercedes-Benz C 180 Sportcoupe Tüv 04/21, Klima, Alu, Euro 4",1999.0,190000.0,1998.0,Schaltgetriebe,4,2/3,Euro4,sport,4,17.916666666666668,129.0,95.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Benzin
168,"Mercedes-Benz A 140 Elegance Tüv 06/21, Klima, 3. Hand, D 3",1299.0,161000.0,1397.0,Schaltgetriebe,5,4/5,Euro2,limousine,3,20.166666666666668,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Benzin
169,"Mercedes-Benz Roadster SLK 230 Kompressor 18"" R&H Alu, Leder",1999.0,230000.0,2295.0,Automatik,2,2/3,Euro2,cabrio,5,20.916666666666668,193.0,142.0,na,SL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
170,"Mercedes-Benz CLK Coupe 200, Leder, Alu, Klima,Tüv 03/2021",1299.0,174000.0,1998.0,Schaltgetriebe,4,2/3,Euro3,sport,na,21.583333333333332,136.0,100.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Benzin
171,Mercedes-Benz Mercedes C 180 Kompressor keine einzige R...,1800.0,229000.0,2386.2583961617547,Schaltgetriebe,na,na,na,andere,na,16.0,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
172,Mercedes-Benz *Mercedes CLK 200 Kompressor Tüv8/2022*,1599.0,226852.0,2927.7894736842104,Automatik,na,na,na,sport,na,19.0,163.0,120.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
173,Mercedes-Benz Mercedes A 140,1000.0,185000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,19.416666666666668,60.0,44.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
174,Mercedes-Benz Mercedes W203 C Klasse 220 CDI AUTOMATIK E...,1600.0,226392.0,2386.2583961617547,Automatik,na,na,na,kombi,na,15.416666666666666,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
175,Mercedes-Benz Mercedes Benz c200 Elegance TÜV 2022,1990.0,370000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,13.5,122.0,90.0,na,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Diesel
176,"Mercedes-Benz Mercedes CLK 230 Kompressor, Automatik, Kl...",1850.0,205000.0,2927.7894736842104,Automatik,na,na,na,sport,na,20.083333333333332,193.0,142.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
177,Mercedes-Benz E 220 T CDI Avantgarde,1500.0,339000.0,2148.0,Automatik,7,4/5,Euro3,kombi,6,17.666666666666668,143.0,105.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
178,Mercedes-Benz Mercedes E-Klasse 240 Benziner Automatik K...,1750.0,210000.0,2506.206500956023,Automatik,na,na,na,kombi,na,16.833333333333332,169.0,124.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
179,Mercedes-Benz Mercedes Benz E200,1250.0,320000.0,2506.206500956023,Schaltgetriebe,na,na,na,limousine,na,19.916666666666668,136.0,100.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
180,Mercedes-Benz Mercedes Benz SLK 230 Kompressor 193PS Cab...,1700.0,236000.0,3696.986394557823,Schaltgetriebe,na,na,na,cabrio,na,20.583333333333332,193.0,142.0,na,SL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
181,Mercedes-Benz A 160 Elegance,1400.0,138293.0,1598.0,Schaltgetriebe,5,4/5,Euro3,limousine,2,20.5,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
182,Mercedes-Benz Verkaufe hier meine w210 e240 limousine,1799.0,217104.0,2506.206500956023,Automatik,na,na,na,limousine,na,21.083333333333332,170.0,125.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
183,Mercedes-Benz C -Klasse Lim. C 200 CDI*AUTOMATIK*AHK*KLIMAA.,1990.0,313000.0,2148.0,Automatik,5,4/5,Euro3,limousine,3,16.25,122.0,90.0,without,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
184,Mercedes-Benz A -Klasse A 160 CDI* AHK*KLIMA*PDC*Tempomat,1890.0,229000.0,1991.0,Schaltgetriebe,5,4/5,Euro4,kleinwagen,na,15.166666666666666,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
185,Mercedes-Benz Mercedes C Klasse 220,1850.0,224860.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,17.583333333333332,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
186,Mercedes-Benz Mercedes A170 W169,1500.0,198161.0,1662.0386329866271,Schaltgetriebe,na,na,na,limousine,na,12.083333333333334,116.0,85.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
187,Mercedes-Benz Mercedes C-Klasse W203 C180 Seniorenfahrzeug,2000.0,235000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,18.666666666666668,131.0,96.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
188,Mercedes-Benz Mercedes vito 220CDI 122ps v klasse mit tü...,1250.0,320000.0,2086.0126126126124,Automatik,na,na,na,andere,na,17.916666666666668,122.0,90.0,na,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
189,"Mercedes-Benz Mercedes E 240 Automatik, AHK, mit TÜV",1100.0,206000.0,2506.206500956023,Automatik,na,na,na,limousine,na,21.583333333333332,125.0,92.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
190,Mercedes-Benz C -Klasse Lim. C 200 Kompressor,1500.0,218000.0,1998.0,Schaltgetriebe,5,4/5,na,limousine,na,19.5,163.0,120.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
191,Mercedes-Benz Mercedes Benz C 200 Kompressor Sportpacke...,1200.0,291144.0,2386.2583961617547,Automatik,na,na,na,andere,na,18.333333333333332,163.0,120.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
192,"Mercedes-Benz Mercedes E220CDI W210 Tüv bis 04/22, Tausch",1400.0,260388.0,2506.206500956023,Automatik,na,na,na,limousine,na,19.666666666666668,143.0,105.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
193,Mercedes-Benz C 180 Elegance in RAT-Look Style 2.Hand,1999.0,188000.0,1998.0,Schaltgetriebe,5,4/5,Euro4,limousine,2,18.333333333333332,129.0,95.0,without,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
194,Mercedes-Benz A -Klasse A 140,1499.0,130498.0,1397.0,Automatik,5,4/5,na,kleinwagen,na,19.333333333333332,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
195,Mercedes-Benz Mercedes c 220cdi Elegance,1450.0,247000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,18.333333333333332,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Diesel
196,Mercedes-Benz Roadster SLK 230 Kompressor,1950.0,181000.0,2295.0,Schaltgetriebe,2,2/3,Euro4,cabrio,4,21.916666666666668,193.0,142.0,na,SL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
197,Mercedes-Benz Mercedes C180 W202; wenig km; TÜV bis 12/2...,1500.0,84500.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,21.083333333333332,122.0,90.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
198,Mercedes-Benz Mercedes Benz E 320cdi,1750.0,220000.0,2506.206500956023,Automatik,na,na,na,limousine,na,19.0,197.0,145.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
199,Mercedes-Benz DaimlerChrysler,1800.0,164000.0,3310.7383177570096,Automatik,na,na,na,andere,na,16.833333333333332,125.0,92.0,na,M-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
200,Mercedes-Benz CLK 320 Elegance,1750.0,217000.0,2927.7894736842104,Automatik,na,na,na,sport,na,21.083333333333332,218.0,160.0,na,CLK,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
201,Mercedes-Benz Mercedes A 168,1100.0,121100.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,17.0,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
202,Mercedes-Benz Mercedes Benz E 270 CDI T,1990.0,316000.0,2506.206500956023,Automatik,na,na,na,kombi,na,16.75,163.0,120.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
203,Mercedes-Benz Mercedes CLK 200 Coupe W208,1800.0,209777.0,2927.7894736842104,Schaltgetriebe,na,na,na,sport,na,21.416666666666668,136.0,100.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
204,Mercedes-Benz C 220 CDI Kombi CLASSIC-DPF,1299.0,278600.0,2148.0,Schaltgetriebe,5,4/5,Euro4,kombi,2,18.333333333333332,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
205,Mercedes-Benz Mercedes c 200 BJ 2002 NUR 130000 KM,1800.0,130948.0,2386.2583961617547,Automatik,na,na,na,limousine,na,17.333333333333332,160.0,118.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
206,Mercedes-Benz A -Klasse A 140/Euro4/Klima/Tüv Neu,1499.0,165130.0,1397.0,Schaltgetriebe,5,4/5,Euro4,kleinwagen,5,16.666666666666668,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
207,Mercedes-Benz Mercedes Clk 230 Kompressor,1250.0,230000.0,2927.7894736842104,Schaltgetriebe,na,na,na,sport,na,21.666666666666668,193.0,142.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
208,"Mercedes-Benz A -Klasse A 150 Benziner 1,5l klima",1799.0,174237.0,1498.0,Schaltgetriebe,5,4/5,Euro4,kleinwagen,na,12.666666666666666,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
209,"Mercedes-Benz Mercedes Vaneo 1,7 CDI TÜV NEU !!!",1440.0,205000.0,1432.1846153846154,-1,na,na,na,andere,na,15.583333333333334,101.7872340425532,74.7872340425532,na,Vaneo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na
